genome,completeness,contamination,length,N50
EHA03587_bin.35.fa.gz,50.38,8.98,1808150,2254
EHA01443_bin.115.fa.gz,93.39,2.122,2830506,13450
EHA03694_bin.614.fa.gz,53.31,1.46,2364447,2949
EHA00718_bin.6.fa.gz,61.2,1.724,3404676,4764
EHA03781_bin.714.fa.gz,99.95,3.18,819716,4430
EHA00658_bin.28.fa.gz,95.78,0.949,3927711,120197
EHA03443_bin.3.fa.gz,96.67,1.48,1222528,4137
EHA03385_bin.12.fa.gz,66.96,1.87,2580586,4223
EHA01826_bin.16.fa.gz,98.57,0.0,2721233,3676
EHA03694_bin.294.fa.gz,73.82,0.12,3009004,7065
EHA03781_bin.388.fa.gz,67.33,1.16,3358857,28970
EHA01415_bin.12.fa.gz,73.53,8.658,2576182,4069
EHA03694_bin.151.fa.gz,65.42,2.23,1000663,3672
EHA03385_bin.6.fa.gz,96.46,0.03,3347505,64798
EHA01443_bin.97.fa.gz,82.36,1.098,938774,19196
EHA03651_bin.447.fa.gz,95.15,1.09,1828565,18340
EHA03385_bin.48.fa.gz,52.21,9.55,2025141,2424
EHA00679_bin.20.fa.gz,96.65,0.386,2809256,9231
EHA01404_bin.16.fa.gz,77.67,0.0,1230147,3860
EHA00655_bin.6.fa.gz,72.7,1.342,3273593,3252
EHA00804_bin.21.fa.gz,96.86,0.0,4249216,76330
EHA03432_bin.31.fa.gz,52.11,9.08,1263950,2343
EHA03442_bin.21.fa.gz,97.88,0.61,4572429,42554
EHA02869_bin.9.fa.gz,79.63,2.55,2773034,8505
EHA02869_bin.135.fa.gz,53.52,8.91,1908804,2090
EHA03586_bin.25.fa.gz,91.25,1.21,2124635,20920
EHA00563_bin.42.fa.gz,96.0,1.444,1609630,3063
EHA03755_bin.406.fa.gz,50.32,1.04,2643650,4052
EHA00564_bin.23.fa.gz,98.27,0.724,3835211,38709
EHA03377_bin.15.fa.gz,96.42,0.11,4703714,18023
EHA03584_bin.11.fa.gz,93.39,2.99,2673113,10962
EHA00726_bin.8.fa.gz,99.98,1.497,2419698,159793
EHA03651_bin.372.fa.gz,61.65,1.3,2126854,3657
EHA01824_bin.17.fa.gz,77.66,0.1,3894626,6804
EHA03694_bin.7.fa.gz,73.13,8.44,2578919,24456
EHA00722_bin.5.fa.gz,63.82,0.645,969767,2809
EHA01409_bin.69.fa.gz,97.42,2.82,1771856,62169
EHA03755_bin.219.fa.gz,94.85,1.97,3330571,39980
EHA01432_bin.66.fa.gz,96.0,4.0,1593456,52004
EHA02919_bin.290.fa.gz,91.45,6.5,4059948,4061
EHA01404_bin.90.fa.gz,69.85,3.955,5029853,4215
EHA03448_bin.33.fa.gz,52.45,7.61,3453171,4294
EHA03396_bin.24.fa.gz,95.61,1.86,4526642,101852
EHA03420_bin.8.fa.gz,98.35,0.18,4879118,48533
EHA03586_bin.11.fa.gz,79.71,1.44,2695071,4850
EHA00726_bin.25.fa.gz,55.42,3.691,1104966,3905
EHA00647_bin.5.fa.gz,70.37,1.74,2985183,3572
EHA03755_bin.185.fa.gz,66.42,1.49,1981078,3490
EHA03651_bin.186.fa.gz,68.38,1.43,1480819,4362
EHA01824_bin.19.fa.gz,77.45,1.74,2567265,2526
EHA00651_bin.31.fa.gz,99.8,0.093,5051541,142824
EHA01409_bin.77.fa.gz,97.5,2.688,2885280,4302
EHA03651_bin.490.fa.gz,97.8,0.29,2585359,22218
EHA01443_bin.125.fa.gz,97.78,1.265,3807752,113878
EHA03694_bin.274.fa.gz,98.66,0.13,2520336,82353
EHA03651_bin.503.fa.gz,71.81,8.79,2059700,2990
EHA01426_bin.91.fa.gz,88.75,0.894,1603292,8823
EHA03781_bin.602.fa.gz,98.94,6.38,968303,18589
EHA03651_bin.416.fa.gz,92.53,1.18,1289465,3008
EHA03651_bin.497.fa.gz,52.84,6.2,3157473,2857
EHA03781_bin.453.fa.gz,99.97,1.18,2062662,93837
EHA03694_bin.384.fa.gz,88.57,9.09,2180231,4385
EHA03781_bin.177.fa.gz,93.98,1.31,1236126,3444
EHA03651_bin.238.fa.gz,83.24,5.78,2426356,4904
EHA00688_bin.27.fa.gz,90.38,1.461,2831208,14755
EHA03437_bin.18.fa.gz,83.02,0.84,2073059,6541
EHA03781_bin.487.fa.gz,84.03,3.13,3727090,5500
EHA03377_bin.3.fa.gz,96.84,0.22,3011888,24108
EHA01409_bin.79.fa.gz,92.08,0.0,1274881,2878
EHA03393_bin.2.fa.gz,99.41,0.42,3953592,23433
EHA03651_bin.225.fa.gz,84.26,0.16,1703166,16025
EHA03397_bin.5.fa.gz,96.15,0.29,2948431,63854
EHA03437_bin.28.fa.gz,88.56,1.29,1968216,6176
EHA03694_bin.115.fa.gz,96.25,0.09,2228808,21810
EHA01447_bin.15.fa.gz,60.4,2.169,2571964,3912
EHA03408_bin.21.fa.gz,56.29,8.46,2012514,2311
EHA03442_bin.1.fa.gz,81.87,1.82,1707873,4172
EHA00660_bin.28.fa.gz,97.13,0.632,4251243,31394
EHA01421_bin.80.fa.gz,73.98,1.826,4218678,5221
EHA01447_bin.90.fa.gz,79.0,0.68,2434313,5325
EHA03694_bin.212.fa.gz,75.79,1.34,1978072,4707
EHA03651_bin.347.fa.gz,97.05,0.71,2160447,6985
EHA00666_bin.12.fa.gz,95.0,0.0,2337529,133300
EHA01421_bin.15.fa.gz,95.16,0.806,1856074,23020
EHA03755_bin.256.fa.gz,72.91,4.34,4655281,12549
EHA01426_bin.6.fa.gz,92.36,0.894,2297520,12260
EHA03694_bin.20.fa.gz,79.49,2.65,1893425,5098
EHA03781_bin.28.fa.gz,91.69,3.49,4142307,13156
EHA03428_bin.8.fa.gz,50.18,7.1,3195183,2374
EHA03440_bin.41.fa.gz,52.38,0.0,884715,2536
EHA00671_bin.25.fa.gz,50.31,8.777,3513835,3552
EHA03409_bin.25.fa.gz,58.94,8.3,1583728,2514
EHA03781_bin.129.fa.gz,95.87,0.43,1390150,9860
EHA03694_bin.69.fa.gz,52.28,0.38,2206461,20385
EHA00691_bin.21.fa.gz,89.78,0.078,1949360,9578
EHA03377_bin.11.fa.gz,98.91,0.85,3401221,44018
EHA03437_bin.33.fa.gz,87.27,3.8,1843339,2975
EHA00564_bin.29.fa.gz,74.35,2.419,1995838,12570
EHA03694_bin.150.fa.gz,95.01,2.16,1548910,19334
EHA03393_bin.9.fa.gz,68.39,3.39,3256933,3569
EHA03755_bin.44.fa.gz,84.77,0.26,3162137,17193
EHA03694_bin.476.fa.gz,90.59,0.17,1931558,20223
EHA03651_bin.505.fa.gz,76.66,8.18,538590,2338
EHA03453_bin.10.fa.gz,95.55,0.0,1861865,86175
EHA03694_bin.338.fa.gz,97.26,0.58,2730707,34674
EHA00681_bin.19.fa.gz,93.02,0.721,2341671,47641
EHA03694_bin.659.fa.gz,93.67,0.43,5335612,5496
EHA03380_bin.5.fa.gz,94.87,0.2,4766771,75484
EHA03597_bin.24.fa.gz,67.59,0.35,3353195,6830
EHA03437_bin.10.fa.gz,99.45,0.14,2150481,99558
EHA01426_bin.77.fa.gz,64.29,0.922,2781432,3015
EHA03440_bin.28.fa.gz,98.23,0.77,2297653,21167
EHA03781_bin.530.fa.gz,85.91,0.16,2975814,5775
EHA03448_bin.5.fa.gz,64.57,0.08,2882715,3679
EHA03694_bin.519.fa.gz,69.51,3.02,3124987,7296
EHA02919_bin.15.fa.gz,62.53,2.46,3495029,3066
EHA02919_bin.33.fa.gz,94.27,0.95,2121870,3328
EHA03694_bin.389.fa.gz,93.89,2.03,2950072,12269
EHA01432_bin.99.fa.gz,98.11,1.415,3197992,3726
EHA00662_bin.5.fa.gz,64.56,5.452,3738627,2856
EHA03414_bin.27.fa.gz,99.61,0.77,5501997,98387
EHA03396_bin.25.fa.gz,94.94,1.07,4490379,59375
EHA03651_bin.382.fa.gz,50.87,4.57,782171,3005
EHA03584_bin.41.fa.gz,62.07,2.53,2871897,4225
EHA00661_bin.13.fa.gz,61.1,9.142,2189254,7806
EHA03755_bin.332.fa.gz,94.94,0.0,3604213,42394
EHA03395_bin.46.fa.gz,77.12,4.21,1790571,3133
EHA03781_bin.227.fa.gz,89.09,1.93,2137706,36248
EHA02869_bin.63.fa.gz,99.93,0.29,1983940,73654
EHA03431_bin.47.fa.gz,77.55,5.44,3787508,6251
EHA01426_bin.53.fa.gz,59.98,2.189,2753319,2898
EHA01824_bin.10.fa.gz,99.94,0.25,2987656,9848
EHA00687_bin.21.fa.gz,56.03,9.482,3335135,13174
EHA01443_bin.68.fa.gz,62.47,2.194,3115812,6290
EHA03374_bin.4.fa.gz,99.96,0.1,4086875,52483
EHA03438_bin.15.fa.gz,62.97,3.19,1852331,2854
EHA03781_bin.304.fa.gz,81.74,0.91,3923640,15938
EHA03416_bin.37.fa.gz,93.17,1.2,4375034,50394
EHA03755_bin.116.fa.gz,85.46,1.95,3540849,21736
EHA01404_bin.96.fa.gz,63.46,1.588,1327135,4284
EHA03755_bin.355.fa.gz,57.42,2.58,1057756,2867
EHA03382_bin.42.fa.gz,72.9,2.38,1856018,4589
EHA00688_bin.33.fa.gz,99.25,0.557,5699906,91083
EHA03401_bin.13.fa.gz,99.77,0.4,3163963,122988
EHA00724_bin.18.fa.gz,92.0,0.111,1788068,41391
EHA03651_bin.184.fa.gz,61.58,2.3,1885913,3131
EHA02869_bin.129.fa.gz,83.61,0.37,4650577,60181
EHA01432_bin.54.fa.gz,55.4,0.314,2266130,8518
EHA03781_bin.767.fa.gz,50.38,0.83,4739445,5958
EHA01415_bin.77.fa.gz,80.86,2.125,2458343,5630
EHA03373_bin.25.fa.gz,99.89,0.11,2372530,65504
EHA03694_bin.377.fa.gz,95.56,2.01,3704001,36754
EHA03388_bin.19.fa.gz,96.97,0.0,2678453,21750
EHA00721_bin.8.fa.gz,94.2,3.659,2954610,9059
EHA02869_bin.62.fa.gz,59.68,6.44,2557807,2664
EHA00668_bin.4.fa.gz,50.28,5.62,3059854,2556
EHA03781_bin.366.fa.gz,99.14,0.05,1870786,5525
EHA03593_bin.17.fa.gz,64.39,1.61,1489409,3010
EHA03781_bin.193.fa.gz,79.56,9.41,2009548,38861
EHA03781_bin.318.fa.gz,82.49,5.94,2282054,62554
EHA03781_bin.46.fa.gz,99.22,0.11,3076267,9421
EHA00648_bin.13.fa.gz,96.77,1.617,3730925,37512
EHA03694_bin.582.fa.gz,95.22,0.64,4420626,13326
EHA01421_bin.69.fa.gz,87.75,3.888,2939527,13631
EHA03375_bin.34.fa.gz,71.06,2.11,2102475,4482
EHA03651_bin.294.fa.gz,95.86,0.94,3998876,33442
EHA01432_bin.83.fa.gz,93.49,0.496,2203374,70608
EHA03584_bin.10.fa.gz,99.73,1.39,3695756,33313
EHA03781_bin.500.fa.gz,87.25,7.14,2313763,6064
EHA00727_bin.9.fa.gz,57.18,7.524,1931982,2346
EHA00645_bin.20.fa.gz,95.0,0.0,4417175,46771
EHA03694_bin.566.fa.gz,68.41,2.59,1862541,3503
EHA03435_bin.14.fa.gz,93.05,0.01,2024017,115225
EHA00660_bin.4.fa.gz,100.0,2.204,3156733,128223
EHA03411_bin.1.fa.gz,76.46,0.03,2323140,4218
EHA03781_bin.268.fa.gz,97.14,0.36,2069687,7807
EHA03694_bin.157.fa.gz,99.14,0.16,1481777,30798
EHA03414_bin.10.fa.gz,99.19,2.23,4596089,110635
EHA03398_bin.12.fa.gz,76.87,5.47,3220293,3180
EHA03416_bin.20.fa.gz,99.96,1.16,4017391,43455
EHA00641_bin.12.fa.gz,55.11,0.932,992284,2565
EHA01404_bin.64.fa.gz,79.24,0.356,1812225,4095
EHA03755_bin.228.fa.gz,99.0,0.16,2920401,19946
EHA00664_bin.18.fa.gz,98.55,1.095,2295013,54404
EHA03387_bin.20.fa.gz,94.83,0.3,3379832,13947
EHA03694_bin.2.fa.gz,64.64,0.85,2762479,3847
EHA01426_bin.14.fa.gz,82.81,6.282,5011382,5815
EHA00652_bin.4.fa.gz,71.18,1.123,2252457,3108
EHA01447_bin.83.fa.gz,63.9,6.096,2159018,4039
EHA01409_bin.51.fa.gz,100.0,1.235,2467911,4752
EHA01432_bin.142.fa.gz,88.31,0.478,2436929,52348
EHA03694_bin.310.fa.gz,87.52,2.53,1729933,6967
EHA02919_bin.279.fa.gz,82.0,0.34,2328220,4116
EHA00661_bin.34.fa.gz,93.95,1.309,1676728,17019
EHA01439_bin.17.fa.gz,88.37,1.318,3285723,7504
EHA03755_bin.206.fa.gz,88.5,8.59,2916487,12388
EHA03588_bin.3.fa.gz,96.87,1.86,3643047,68746
EHA01404_bin.9.fa.gz,95.41,0.0,2487233,47468
EHA00669_bin.11.fa.gz,91.57,0.578,1438409,5781
EHA03694_bin.593.fa.gz,55.71,2.77,2316321,4845
EHA03755_bin.51.fa.gz,81.72,1.09,4228332,47673
EHA02919_bin.46.fa.gz,99.91,0.0,2093752,25721
EHA01415_bin.47.fa.gz,56.52,0.671,1409772,2598
EHA03445_bin.55.fa.gz,81.61,0.0,2088267,3040
EHA00659_bin.23.fa.gz,97.44,3.655,6040865,54847
EHA03694_bin.195.fa.gz,99.51,0.16,1763081,486300
EHA02869_bin.108.fa.gz,97.5,0.28,3643665,14049
EHA00657_bin.7.fa.gz,96.37,2.695,5638127,102994
EHA02869_bin.69.fa.gz,86.63,1.32,2150701,5700
EHA00717_bin.26.fa.gz,95.0,0.476,2396647,134005
EHA03651_bin.315.fa.gz,88.27,2.63,4668016,9136
EHA03596_bin.29.fa.gz,95.62,4.38,5050521,29136
EHA03427_bin.11.fa.gz,71.22,0.61,1989949,4275
EHA03781_bin.486.fa.gz,84.12,7.95,2950070,4017
EHA03373_bin.30.fa.gz,57.8,2.05,2399130,3367
EHA01443_bin.25.fa.gz,79.33,3.685,2570762,5958
EHA01409_bin.44.fa.gz,91.15,1.505,1165248,4652
EHA03651_bin.7.fa.gz,96.01,2.08,4922684,27490
EHA00660_bin.32.fa.gz,64.02,1.342,2231263,3075
EHA03425_bin.38.fa.gz,51.74,2.59,2090682,3349
EHA01426_bin.12.fa.gz,73.7,0.632,2934290,5261
EHA03651_bin.107.fa.gz,91.36,3.67,1462201,6995
EHA03391_bin.27.fa.gz,74.76,1.47,3739574,35353
EHA03386_bin.34.fa.gz,50.91,9.6,3488776,37656
EHA03386_bin.1.fa.gz,94.37,0.57,2512867,18049
EHA00718_bin.8.fa.gz,70.29,0.112,1271509,3790
EHA01409_bin.21.fa.gz,80.89,1.23,1566649,3428
EHA00722_bin.15.fa.gz,95.56,0.403,1940647,74704
EHA01432_bin.53.fa.gz,98.66,0.0,2035519,34183
EHA02919_bin.127.fa.gz,78.95,2.0,4042996,4942
EHA01432_bin.125.fa.gz,95.96,0.574,3677881,62603
EHA03781_bin.196.fa.gz,98.78,0.56,3374245,29978
EHA03694_bin.399.fa.gz,97.84,2.35,966113,66663
EHA03405_bin.9.fa.gz,63.82,0.41,2136541,4094
EHA01404_bin.131.fa.gz,94.15,0.343,3227178,49746
EHA03430_bin.3.fa.gz,99.99,0.42,4173142,15572
EHA03781_bin.460.fa.gz,98.62,0.13,2284531,8663
EHA03403_bin.37.fa.gz,53.63,5.99,2313133,3929
EHA03388_bin.5.fa.gz,76.12,1.15,1710854,4498
EHA01826_bin.60.fa.gz,61.08,3.23,2308529,6318
EHA00564_bin.16.fa.gz,76.98,0.0,2502679,13733
EHA01404_bin.73.fa.gz,59.17,1.002,3079778,3653
EHA03781_bin.224.fa.gz,72.42,4.02,1957697,10963
EHA01426_bin.88.fa.gz,81.4,1.114,2273883,4156
EHA03651_bin.427.fa.gz,78.84,1.91,1983055,21472
EHA01432_bin.90.fa.gz,66.39,2.83,3130516,4335
EHA03379_bin.44.fa.gz,86.19,0.57,5225304,75632
EHA03424_bin.10.fa.gz,97.24,0.21,5096802,92113
EHA01409_bin.84.fa.gz,98.65,0.0,1376513,201804
EHA00685_bin.10.fa.gz,88.52,1.314,2919255,8860
EHA00725_bin.12.fa.gz,86.97,2.358,2502576,9355
EHA03651_bin.244.fa.gz,96.86,1.66,3643571,9763
EHA03651_bin.52.fa.gz,55.13,4.16,3498206,5438
EHA03781_bin.56.fa.gz,99.88,0.63,3082948,2524
EHA03781_bin.686.fa.gz,99.12,0.36,1844414,4205
EHA03399_bin.3.fa.gz,71.44,0.38,1910180,4032
EHA00646_bin.10.fa.gz,99.36,0.019,3891849,115014
EHA03417_bin.27.fa.gz,99.99,0.02,2660046,149256
EHA03694_bin.289.fa.gz,63.83,3.78,1930451,5566
EHA03599_bin.46.fa.gz,64.38,0.95,3318054,2067
EHA03651_bin.305.fa.gz,78.07,1.48,1981294,5905
EHA03781_bin.266.fa.gz,97.11,0.39,1738829,6641
EHA01443_bin.91.fa.gz,82.33,1.006,3202608,8237
EHA03439_bin.16.fa.gz,91.23,2.58,4226762,12223
EHA03651_bin.3.fa.gz,61.83,5.88,4780970,7188
EHA03781_bin.2.fa.gz,78.95,3.12,3781416,23354
EHA03599_bin.42.fa.gz,99.99,0.06,1673943,23816
EHA00688_bin.6.fa.gz,62.74,0.671,1576205,3306
EHA00651_bin.8.fa.gz,97.95,0.0,2954638,183406
EHA00722_bin.8.fa.gz,94.4,0.0,1144786,105493
EHA01404_bin.98.fa.gz,50.86,0.0,1347833,3553
EHA03432_bin.10.fa.gz,95.47,0.02,1965823,229933
EHA03755_bin.161.fa.gz,59.83,2.07,2532667,9427
EHA00685_bin.5.fa.gz,93.82,1.123,1232711,58208
EHA00805_bin.32.fa.gz,99.05,3.773,3584120,52865
EHA03694_bin.553.fa.gz,50.26,2.2,1496190,2654
EHA03755_bin.135.fa.gz,92.67,1.83,2137910,11335
EHA00804_bin.5.fa.gz,97.14,2.298,2889205,19912
EHA03431_bin.60.fa.gz,90.82,2.21,3604823,27365
EHA03651_bin.88.fa.gz,69.25,1.77,3626538,5444
EHA03755_bin.114.fa.gz,89.02,1.54,2859872,12241
EHA03428_bin.1.fa.gz,50.32,3.12,2273190,3163
EHA03596_bin.10.fa.gz,95.99,0.3,3355518,135654
EHA03424_bin.25.fa.gz,70.81,0.42,4988059,76385
EHA01439_bin.15.fa.gz,62.25,1.612,2412146,4617
EHA03378_bin.18.fa.gz,68.55,0.5,1561365,3135
EHA03417_bin.15.fa.gz,95.1,1.54,4072573,13928
EHA03408_bin.5.fa.gz,72.15,1.91,2522709,4021
EHA03694_bin.402.fa.gz,93.68,2.83,2092812,21048
EHA00564_bin.7.fa.gz,89.74,0.854,2239280,103881
EHA01439_bin.44.fa.gz,93.51,1.923,4159834,16836
EHA03586_bin.28.fa.gz,92.01,4.23,1908938,26746
EHA03406_bin.1.fa.gz,94.72,0.0,1923882,71289
EHA03651_bin.329.fa.gz,96.08,0.32,2361151,10773
EHA01404_bin.129.fa.gz,79.49,3.862,1704184,3174
EHA02919_bin.56.fa.gz,97.87,0.27,3638413,22350
EHA01421_bin.39.fa.gz,99.05,5.231,3372621,11444
EHA03651_bin.360.fa.gz,88.4,0.69,3608077,3277
EHA03694_bin.93.fa.gz,97.33,5.47,1854067,7551
EHA03781_bin.586.fa.gz,95.95,0.0,2235713,6982
EHA03781_bin.254.fa.gz,91.22,7.86,2553128,20755
EHA01421_bin.84.fa.gz,77.55,2.468,2947355,3878
EHA01826_bin.21.fa.gz,95.87,1.85,2331953,15434
EHA02919_bin.277.fa.gz,96.18,0.09,1576291,24749
EHA03694_bin.181.fa.gz,98.71,0.02,2832173,23643
EHA03651_bin.304.fa.gz,63.52,1.14,1733225,3971
EHA03651_bin.229.fa.gz,79.15,1.2,1401061,5131
EHA03694_bin.156.fa.gz,81.64,2.47,3257944,12899
EHA00805_bin.57.fa.gz,98.43,0.671,4006230,28384
EHA00722_bin.17.fa.gz,92.08,1.265,2991501,14408
EHA00563_bin.14.fa.gz,99.32,0.335,2587198,42663
EHA01421_bin.19.fa.gz,96.35,0.752,3632779,41215
EHA03781_bin.748.fa.gz,94.91,0.61,1855773,7611
EHA03781_bin.235.fa.gz,90.33,1.06,3106810,37141
EHA03417_bin.33.fa.gz,67.83,3.1,3156722,4560
EHA00563_bin.11.fa.gz,96.49,2.149,3112867,19843
EHA03781_bin.745.fa.gz,80.16,3.92,873474,3445
EHA03694_bin.187.fa.gz,88.35,2.36,2210363,11806
EHA03781_bin.410.fa.gz,93.64,1.11,2863190,8245
EHA00681_bin.9.fa.gz,69.69,3.133,2652007,3504
EHA01426_bin.59.fa.gz,98.87,0.352,1563558,131677
EHA03694_bin.570.fa.gz,92.89,3.72,1683169,3867
EHA01426_bin.102.fa.gz,60.76,2.881,2761216,5416
EHA03584_bin.17.fa.gz,99.62,3.87,6441504,77894
EHA03417_bin.16.fa.gz,95.2,2.27,3437368,43237
EHA03651_bin.20.fa.gz,83.96,0.86,3504813,9319
EHA03387_bin.5.fa.gz,54.36,8.31,2620618,5289
EHA01439_bin.8.fa.gz,83.68,1.201,1878155,4627
EHA00646_bin.22.fa.gz,53.01,9.499,2702269,2684
EHA00690_bin.9.fa.gz,97.43,3.927,3090336,131227
EHA02915_bin.56.fa.gz,95.7,1.73,1568819,3670
EHA00672_bin.11.fa.gz,52.06,6.896,3013666,2512
EHA03596_bin.27.fa.gz,54.19,3.09,2049703,4323
EHA02919_bin.63.fa.gz,98.98,1.1,2041305,4061
EHA03755_bin.315.fa.gz,74.64,1.6,1904969,4486
EHA03755_bin.354.fa.gz,70.93,3.69,2030054,4604
EHA01439_bin.70.fa.gz,99.27,0.0,2090954,105247
EHA03755_bin.95.fa.gz,94.11,1.96,2783064,18959
EHA03413_bin.7.fa.gz,69.72,2.1,3109435,4372
EHA03586_bin.34.fa.gz,70.95,6.95,2418949,4189
EHA01432_bin.81.fa.gz,69.15,0.295,2349282,3923
EHA03694_bin.286.fa.gz,80.64,2.32,1749030,4783
EHA03781_bin.302.fa.gz,53.13,0.6,3516899,7809
EHA01426_bin.109.fa.gz,50.6,1.505,2592559,2919
EHA01421_bin.31.fa.gz,58.07,0.0,1622310,3148
EHA03447_bin.42.fa.gz,78.86,0.09,3337681,8128
EHA03781_bin.368.fa.gz,96.85,0.47,1514017,4948
EHA03755_bin.408.fa.gz,60.37,1.13,2653695,34277
EHA01447_bin.66.fa.gz,98.16,3.117,3823360,21788
EHA01826_bin.44.fa.gz,85.02,1.25,2438414,3655
EHA01404_bin.137.fa.gz,55.43,2.796,1291321,3273
EHA03651_bin.85.fa.gz,97.11,0.0,2506305,11658
EHA03407_bin.23.fa.gz,99.63,2.65,2676768,99036
EHA03651_bin.387.fa.gz,53.3,2.26,2278515,3331
EHA03755_bin.343.fa.gz,50.98,1.28,1324155,6006
EHA03781_bin.741.fa.gz,99.1,1.62,1614074,90176
EHA03406_bin.19.fa.gz,56.27,7.42,3118085,3659
EHA01443_bin.90.fa.gz,97.96,0.537,3245775,68164
EHA03781_bin.294.fa.gz,92.38,2.23,2292470,5503
EHA03407_bin.12.fa.gz,59.65,0.86,2049502,3703
EHA03651_bin.381.fa.gz,76.48,4.24,1113121,3577
EHA00647_bin.3.fa.gz,58.53,0.0,2504373,4090
EHA03381_bin.6.fa.gz,76.02,1.78,2801485,4467
EHA03755_bin.233.fa.gz,99.87,0.0,3186486,81624
EHA03399_bin.5.fa.gz,100.0,0.79,3575413,112111
EHA03781_bin.634.fa.gz,51.92,7.38,2336391,4870
EHA03598_bin.48.fa.gz,51.59,8.68,1300701,2403
EHA00659_bin.30.fa.gz,99.41,0.0,1699459,100591
EHA00565_bin.25.fa.gz,95.28,2.444,3363293,35394
EHA01409_bin.40.fa.gz,89.02,1.677,2572073,3827
EHA00688_bin.31.fa.gz,97.25,0.039,4222843,29652
EHA02869_bin.133.fa.gz,70.43,2.24,4046596,5113
EHA03781_bin.30.fa.gz,93.65,2.82,2342297,3211
EHA03375_bin.6.fa.gz,91.49,0.02,4587297,276158
EHA00721_bin.9.fa.gz,98.26,0.128,5265566,45931
EHA01404_bin.132.fa.gz,88.81,2.349,1606522,6061
EHA00680_bin.10.fa.gz,100.0,0.0,1808700,201137
EHA03694_bin.330.fa.gz,98.96,1.15,3176723,39661
EHA03651_bin.231.fa.gz,100.0,1.4,2149738,11344
EHA02869_bin.124.fa.gz,97.43,0.02,3828402,70358
EHA00666_bin.32.fa.gz,92.34,0.0,960478,3231
EHA03755_bin.204.fa.gz,75.59,2.27,2121731,6211
EHA01447_bin.82.fa.gz,55.4,4.276,2422666,2820
EHA03755_bin.246.fa.gz,58.3,2.86,1900472,4252
EHA02919_bin.133.fa.gz,69.74,4.95,1998279,2692
EHA03423_bin.16.fa.gz,81.88,2.15,4118713,5866
EHA03781_bin.66.fa.gz,56.75,0.11,3722316,23448
EHA01826_bin.19.fa.gz,97.53,1.39,4188449,12642
EHA03694_bin.612.fa.gz,78.74,0.0,2210811,5306
EHA03403_bin.34.fa.gz,50.4,7.68,2986797,2764
EHA03395_bin.29.fa.gz,56.29,2.89,1782521,3022
EHA03408_bin.2.fa.gz,95.92,0.59,5605889,124039
EHA03694_bin.648.fa.gz,98.91,7.86,3055128,25859
EHA03755_bin.372.fa.gz,71.56,1.65,4233146,26075
EHA00663_bin.7.fa.gz,94.75,1.686,1951425,14872
EHA03781_bin.408.fa.gz,91.71,0.72,1437878,4572
EHA03651_bin.459.fa.gz,75.36,3.7,2693458,4622
EHA03694_bin.510.fa.gz,89.61,5.66,2433281,7162
EHA03781_bin.442.fa.gz,90.72,0.71,2312250,9772
EHA03405_bin.5.fa.gz,99.52,0.66,4463499,44816
EHA03450_bin.38.fa.gz,55.59,4.62,642883,2306
EHA00660_bin.22.fa.gz,60.38,1.565,1907737,3611
EHA03443_bin.33.fa.gz,96.11,0.0,3095500,7554
EHA01404_bin.99.fa.gz,65.58,0.671,1611901,3126
EHA03694_bin.462.fa.gz,90.71,0.03,1109605,14232
EHA00666_bin.35.fa.gz,94.35,0.0,2588780,8013
EHA03393_bin.23.fa.gz,51.65,2.9,1959363,3268
EHA03694_bin.359.fa.gz,86.79,1.46,1942775,44499
EHA02915_bin.122.fa.gz,54.68,1.36,1415623,3233
EHA03599_bin.2.fa.gz,98.52,0.62,2954232,73558
EHA01404_bin.20.fa.gz,85.72,1.085,2247927,6117
EHA00565_bin.27.fa.gz,88.88,0.854,2014347,109857
EHA00565_bin.24.fa.gz,75.08,1.66,3722823,4619
EHA03651_bin.442.fa.gz,81.27,0.27,803487,6983
EHA03403_bin.7.fa.gz,94.83,1.15,1725601,17588
EHA01421_bin.86.fa.gz,60.04,1.424,3682074,3453
EHA01421_bin.43.fa.gz,92.07,0.057,4189457,14593
EHA02919_bin.284.fa.gz,98.27,0.61,2110606,30070
EHA01421_bin.47.fa.gz,61.51,0.777,1711875,3581
EHA03694_bin.431.fa.gz,97.19,0.72,3321948,12830
EHA03781_bin.643.fa.gz,58.59,5.53,1799964,7736
EHA03390_bin.27.fa.gz,99.93,1.98,3531413,83507
EHA01825_bin.12.fa.gz,99.3,0.34,4938156,69029
EHA03651_bin.449.fa.gz,95.27,0.31,2192650,23128
EHA03651_bin.280.fa.gz,100.0,1.29,1863546,61390
EHA03694_bin.535.fa.gz,93.01,1.38,3157483,2230
EHA03651_bin.45.fa.gz,96.18,0.34,3233680,10864
EHA03373_bin.35.fa.gz,99.76,0.25,3542910,186140
EHA01426_bin.89.fa.gz,98.07,1.121,3426090,15901
EHA01443_bin.65.fa.gz,92.5,6.29,3202158,14055
EHA03427_bin.10.fa.gz,72.87,5.84,3016213,3569
EHA03694_bin.551.fa.gz,53.83,0.55,1879661,2567
EHA03432_bin.5.fa.gz,99.68,0.01,1546456,300110
EHA03389_bin.22.fa.gz,70.61,7.01,3085617,4035
EHA03781_bin.195.fa.gz,94.58,0.99,1977412,9067
EHA02919_bin.71.fa.gz,94.24,5.27,1543073,3169
EHA03694_bin.354.fa.gz,96.29,0.53,1688842,14501
